Id-ordered Index,Query Size
22.14953495349534953495349534953495,2
22.22360769783719720241678098596017,3
22.29722105334747594366392941027591,4
22.37037782341941562108981701003108,5
22.44308079461747233103192221547060,6
22.51533273677667777861497093474470,7
22.58713640310141202258047246892974,8
22.65849453026360287952377013050474,9
22.72940983850035525852387046898720,10
22.79988503171101367881546167623983,11
22.86992279755366120491763666016183,12
22.93952580754105801549935360954207,13
23.00869671713602280422705369190903,14
23.07743816584626019290457177897189,15
23.14575277731863731937898459598990,16
23.21364315943291274494780710905607,17
23.28111190439492080836244080154625,18
23.34816158882921453597946807358618,19
23.41479477387117020016474945935555,20
23.48101400525855660070479162208707,21
23.54682181342257212672499385956663,22
23.61222071357835263945463160128313,23
23.67721320581495319911328231884544,24
23.74180177518480664222233035552475,25
23.80598889179266199876769308109888,26
23.86977701088400572185548487334780,27
23.93316857293296868581047378871721,28
23.99616600372972189206738716129150,29
24.05877171446736380569688817511545,30
24.12098810182830222899087975434993,31
24.18281754807013360220520160964895,32
24.24426242111102260532128029128941,33
24.30532507461458491854138256295077,34
24.36600784807427598317432385319100,35
24.42631306689728858859931307519290,36
24.48624304248796209511459240841880,37
24.54580007233070608668417794272268,38
24.60498644007244123188984917235614,39
24.66380441560456011577609949884360,40
24.72225625514441078974257597791717,41
24.78034420131630577119113684882703,42
24.83807048323205920927257472576254,43
24.89543731657105491780082899836242,44
24.95244690365984796120968273210119,45
25.00910143355130246431804938080813,46
25.06540308210326830164454756133948,47
25.12135401205679930706968505793705,48
25.17695637311391562978417559665791,49
25.23221230201491284768424563357988,50
25.28712392261522043467880769640244,51
25.34169334596181216375863834421897,52
25.39592267036917101314376156339008,53
25.44981398149481112837166374711446,54
25.50336935241435937881531799846494,55
25.55659084369619903282583936257722,56
25.60948050347567806147949705768560,57
25.66204036752888456677234546212750,58
25.71427245934599181604747543958535,59
25.76617879020417535045940673898240,60
25.81776135924010462137701814496269,61
25.86902215352201159480022448935019,62
25.91996314812133875011594051442274,63
25.97058630618396888584530508598270,64
26.02089357900103913143626178682641,65
26.07088690607934155063299208450431,66
26.12056821521131270850596586129878,67
26.16993942254461456085310410258924,68
26.21900243265130901138333511764531,69
26.26775913859662846886826613039210,70
26.31621142200734472329538589210260,71
26.36436115313973844697676273657813,72
26.41221019094717161356020995128357,73
26.45976038314726511495496232088860,74
26.50701356628868384332065216309936,75
26.55397156581753149247640016448220,76
26.60063619614335732036575796271252,77
26.64700926070477710156266990953798,78
26.69309255203471048622317704476265,79
26.73888785182523696937688532479288,80
26.78439693099207266201088292807292,81
26.82962154973867004302644038099473,82
26.87456345761994285884508670646331,83
26.91922439360561832520515119547136,84
26.96360608614321877352222213886439,85
27.00771025322067487208683131740716,86
27.05153860242857254033965859469214,87
27.09509283102203566249829891634395,88
27.13837462598224669490978067262627,89
27.18138566407760724966920795722162,90
27.22412761192454072527675991470851,91
27.26660212604793904340246019984054,92
27.30881085294125553919027257442775,93
27.35075542912624604095983074822517,94
27.39243748121236016365511952905112,95
27.43385862595578482894433986924999,96
27.47502047031814201349366404011401,97
27.51592461152484271561927235733836,98
27.55657263712309911926661489838943,99
27.59696612503959692307291762148826,100
27.63710664363782979113821117601818,101
27.67699575177509787106126327177642,102
27.71663499885917231378940435218439,103
27.75602592490462771888501590374672,104
27.79517006058884441792606723742336,105
27.83406892730768249793320799174800,106
27.87272403723082945595121970556646,107
27.91113689335682336520777213238839,108
27.94930898956775342262709182058688,109
27.98724181068363973689000691666443,110
28.02493683251649420570455995652794,111
28.06239552192406432048265811839858,112
28.09961933686326172620773826995005,113
28.13660972644327735392584411489727,114
28.17336813097838493299752849895164,115
28.20989598204043468001029083628760,116
28.24619470251103895107052471703567,117
28.28226570663345163406987278369830,118
